generation,best_fitness,best_fitness_flat,best_fitness_uneven,best_fitness_crater,worst_fitness,worst_fitness_flat,worst_fitness_uneven,worst_fitness_crater,mean_fitness,mean_fitness_flat,mean_fitness_uneven,mean_fitness_crater,median_fitness,median_fitness_flat,median_fitness_uneven,median_fitness_crater,std_fitness,num_modules,time_per_generation,total_elapsed_time
0,3.3525561147415583,2.367111855955817,1.0883848869381432,1.0456148385963502,0.13730230146870823,0.011467475872098237,0.01631859077231122,0.01901540903658429,0.8902409893407744,0.3889557336908875,0.22393754240770875,0.2773477132421782,0.5970153014486097,0.26798748592183286,0.15098308083637663,0.19097942065551363,0.7958452615319684,6,44451.37171077728,44451.37171077728
1,3.3525561147415583,2.367111855955817,1.1529381708923137,1.2404065983922057,0.3246071354008163,0.06346958775956237,0.08127928200435201,0.05296997686206578,1.1330777688650708,0.45486009762849466,0.3008491421428186,0.37736852909375745,0.7991925199086205,0.3245088428216442,0.17994742793072607,0.24032342620566807,0.7966644803684079,6,15723.918172836304,60175.28988361359
2,3.3525561147415583,2.367111855955817,1.1529381708923137,1.2404065983922057,0.5707637446511383,0.08507984808254439,0.08533073731223136,0.09146231752442212,1.3589336257133864,0.58132250619247,0.3216188201450471,0.4559922993758692,1.1147791723542575,0.43707648785275616,0.19938221806214412,0.3492502516827172,0.729463252632063,6,15538.259407281876,75713.54929089546
3,3.3525561147415583,2.367111855955817,1.1529381708923137,1.2404065983922057,0.7307541317723627,0.2545686297063769,0.05974191159628553,0.09146231752442212,1.5413300138491652,0.6868812247071093,0.3441260154703424,0.5103227736717136,1.2734539587422302,0.5932873061664413,0.19460923441041647,0.40953485542549084,0.7249344817653965,6,15247.856548070908,90961.40583896637
4,5.963598924657726,2.8200677710693984,1.9442830240117632,1.2404065983922057,0.8432261675719912,0.24474348226741363,0.05974191159628553,0.20996492248451806,1.8266544539417389,0.8111992908988198,0.4420174452185995,0.5734377178243198,1.4882789404131769,0.6719671593676183,0.2629799911858121,0.4958089708243093,1.021969029431866,7,15424.096964120865,106385.50280308723
5,5.963598924657726,2.8200677710693984,1.9442830240117632,1.2404065983922057,1.0444962553070734,0.24474348226741363,0.01752771566205088,0.07879925643553078,1.896234004471485,0.8725536253860354,0.4624164703472714,0.5612639087381781,1.5546790228536156,0.7266131657291317,0.3378509642558198,0.4958089708243093,0.976607140181552,7,16110.120598077774,122495.62340116501
6,5.963598924657726,2.8200677710693984,1.9442830240117632,1.6123247897433244,1.103571752999822,0.24474348226741363,0.01752771566205088,0.07879925643553078,1.960881915373107,0.8678056599871985,0.4783416270437098,0.6147346283421987,1.6757497942488155,0.702731530918595,0.36228097752742117,0.5300618599413361,0.9481388408030055,7,16345.558424949646,138841.18182611465
