generation,best_fitness,worst_fitness,mean_fitness,median_fitness,std_fitness,num_modules
1,1.4331792522019815,0.20807547336419419,0.5201013172487376,0.4212408748190677,0.2758431157649242,14
2,3.31642604648371,0.2504526358640327,0.6874227811603116,0.5203257731680554,0.5567221778000014,12
3,3.31642604648371,0.3423019995244327,0.717641985287226,0.5377747723137747,0.5425399179515781,12
4,3.31642604648371,0.37844266308496266,0.7651465458841763,0.6734295078586807,0.5319247192405376,12
5,3.31642604648371,0.41741113529542395,0.8552987697163651,0.6963608937134359,0.5909617262434113,12
6,3.31642604648371,0.4887246671628638,0.9111870080356201,0.7295510867662008,0.5902184292791539,12
7,3.31642604648371,0.5141075119516298,0.9240944929570916,0.7295510867662008,0.5831091475952591,12
8,3.31642604648371,0.5203257731680554,0.9302606197605198,0.7295510867662008,0.5797092607996904,12
9,3.31642604648371,0.5295453112119174,0.969981115071377,0.7343120656477777,0.5909746284213163,12
10,3.31642604648371,0.5779516646931561,0.9990762359509524,0.7500704690840353,0.5849705009145558,12
11,3.31642604648371,0.6379556440477016,1.005212436757053,0.7500704690840353,0.5812984989761446,12
12,3.31642604648371,0.6583449388426008,1.0356621311154417,0.7877378580683612,0.572474448416515,12
13,3.31642604648371,0.6583449388426008,1.0356621311154417,0.7877378580683612,0.572474448416515,12
14,3.31642604648371,0.6583449388426008,1.0356621311154417,0.7877378580683612,0.572474448416515,12
15,3.31642604648371,0.6871907946592565,1.0793183919354778,0.8108542256835269,0.5611220673430505,12
16,3.31642604648371,0.6871907946592565,1.0793183919354778,0.8108542256835269,0.5611220673430505,12
17,3.31642604648371,0.6871907946592565,1.0793183919354778,0.8108542256835269,0.5611220673430505,12
18,3.31642604648371,0.6963608937134359,1.125259236246086,0.9186236114147726,0.5575248151653656,12
19,3.31642604648371,0.6963608937134359,1.125259236246086,0.9186236114147726,0.5575248151653656,12
20,3.31642604648371,0.6990913160544767,1.1415117182149794,0.9385685690014386,0.5518629778328147,12
21,3.31642604648371,0.7027296817782516,1.146043573134609,0.9385685690014386,0.5487607581740107,12
22,3.31642604648371,0.7270976456316315,1.1721649298134722,0.9751110829484756,0.5456792850435812,12
23,3.31642604648371,0.734113069514642,1.2045495143235287,1.0758438449121448,0.5351600814314021,12
24,3.31642604648371,0.7594401422645837,1.2147460291840197,1.0758438449121448,0.5274830597948863,12
25,3.31642604648371,0.7594401422645837,1.2147460291840197,1.0758438449121448,0.5274830597948863,12
26,3.31642604648371,0.7748478778778509,1.2507542601934434,1.1417003224187547,0.5320244802362923,12
27,3.31642604648371,0.7877378580683612,1.2723526534580822,1.159867683404741,0.5253766728002828,12
28,3.31642604648371,0.7953632525974876,1.32398588064066,1.1813347762002213,0.5504270054784922,12
29,3.31642604648371,0.7953632525974876,1.32398588064066,1.1813347762002213,0.5504270054784922,12
30,3.31642604648371,0.7953632525974876,1.32398588064066,1.1813347762002213,0.5504270054784922,12
31,3.31642604648371,0.7963667357615667,1.3477891255968362,1.1839353527802396,0.5424345676609389,12
32,3.31642604648371,0.8108542256835269,1.358834026209206,1.1839353527802396,0.5344082281063366,12
33,3.31642604648371,0.8526409834209205,1.3848126607147389,1.2046551598113675,0.5171807829997943,12
34,3.31642604648371,0.9385685690014386,1.4519131057380432,1.2818287710703562,0.4869646247840159,12
35,3.31642604648371,0.9751110829484756,1.4674569215027733,1.3788627265827402,0.4776845989066601,12
36,3.31642604648371,1.059423990670947,1.4910399452830325,1.404883041943348,0.46415686617206514,12
37,3.31642604648371,1.0758438449121448,1.4991159305882704,1.404883041943348,0.45865190811946654,12
38,3.31642604648371,1.0758438449121448,1.4991159305882704,1.404883041943348,0.45865190811946654,12
39,3.31642604648371,1.0758438449121448,1.4991159305882704,1.404883041943348,0.45865190811946654,12
40,3.31642604648371,1.1277137541326667,1.5065415114216,1.404883041943348,0.45351353774603514,12
41,3.31642604648371,1.1277137541326667,1.5065415114216,1.404883041943348,0.45351353774603514,12
42,3.31642604648371,1.1417003224187547,1.5566975773390286,1.4151549543118482,0.4905372630984751,12
43,3.31642604648371,1.1417003224187547,1.5566975773390286,1.4151549543118482,0.4905372630984751,12
44,3.31642604648371,1.1417003224187547,1.5566975773390286,1.4151549543118482,0.4905372630984751,12
45,3.31642604648371,1.1417003224187547,1.5566975773390286,1.4151549543118482,0.4905372630984751,12
46,3.31642604648371,1.146886274518499,1.5588156944859703,1.4151549543118482,0.48887512421085466,12
47,3.31642604648371,1.146886274518499,1.5588156944859703,1.4151549543118482,0.48887512421085466,12
48,3.31642604648371,1.159867683404741,1.5723371314261814,1.4227996758170172,0.4828676632072993,12
49,3.31642604648371,1.159867683404741,1.5723371314261814,1.4227996758170172,0.4828676632072993,12
50,3.31642604648371,1.1813347762002213,1.5749317565379408,1.4227996758170172,0.4808492521576637,12
51,3.31642604648371,1.1813347762002213,1.5749317565379408,1.4227996758170172,0.4808492521576637,12
52,3.31642604648371,1.182385594683617,1.587067133550092,1.4331792522019815,0.4753250063774089,12
53,3.31642604648371,1.1839353527802396,1.589121347980342,1.4331792522019815,0.47370204821694756,12
54,3.31642604648371,1.2046551598113675,1.607852569307058,1.4863703821441476,0.46839008774214674,12
55,3.31642604648371,1.2052438368270117,1.6163834616792343,1.4863703821441476,0.4632715343080166,12
56,3.31642604648371,1.2052438368270117,1.6163834616792343,1.4863703821441476,0.4632715343080166,12
57,3.31642604648371,1.2052438368270117,1.6163834616792343,1.4863703821441476,0.4632715343080166,12
58,3.31642604648371,1.2377064367575257,1.6308707568932113,1.5094606012827754,0.45694034864213806,12
59,3.31642604648371,1.2421536884488986,1.6372149437947994,1.5094606012827754,0.4527395265194674,12
60,3.31642604648371,1.2421536884488986,1.6372149437947994,1.5094606012827754,0.4527395265194674,12
61,3.31642604648371,1.2421536884488986,1.6372149437947994,1.5094606012827754,0.4527395265194674,12
62,3.31642604648371,1.2421536884488986,1.6372149437947994,1.5094606012827754,0.4527395265194674,12
63,3.31642604648371,1.2421536884488986,1.6372149437947994,1.5094606012827754,0.4527395265194674,12
64,3.31642604648371,1.2421536884488986,1.6372149437947994,1.5094606012827754,0.4527395265194674,12
65,3.31642604648371,1.2421536884488986,1.6372149437947994,1.5094606012827754,0.4527395265194674,12
66,3.31642604648371,1.2440120275911148,1.6440279660442485,1.5094606012827754,0.4482589179491146,12
67,3.31642604648371,1.2440120275911148,1.6440279660442485,1.5094606012827754,0.4482589179491146,12
68,3.31642604648371,1.2440120275911148,1.6440279660442485,1.5094606012827754,0.4482589179491146,12
69,3.31642604648371,1.2818287710703562,1.663133494877427,1.5132475150603122,0.44162488794699245,12
70,3.31642604648371,1.2986112699120351,1.6889601018585465,1.5453960865647547,0.4412259312270004,12
71,10.557225462483514,1.3017035498280853,1.9975805749442623,1.5525293827248399,1.6479964611131415,13
72,10.557225462483514,1.3017035498280853,1.9975805749442623,1.5525293827248399,1.6479964611131415,13
73,10.557225462483514,1.3142894557192741,2.0581364357036778,1.5565469176542186,1.654677257733759,13
74,10.557225462483514,1.3142894557192741,2.0581364357036778,1.5565469176542186,1.654677257733759,13
75,10.557225462483514,1.3142894557192741,2.0581364357036778,1.5565469176542186,1.654677257733759,13
76,10.557225462483514,1.3142894557192741,2.0581364357036778,1.5565469176542186,1.654677257733759,13
77,10.557225462483514,1.3142894557192741,2.0581364357036778,1.5565469176542186,1.654677257733759,13
