generation,best_fitness,best_fitness_flat,best_fitness_uneven,best_fitness_crater,worst_fitness,worst_fitness_flat,worst_fitness_uneven,worst_fitness_crater,mean_fitness,mean_fitness_flat,mean_fitness_uneven,mean_fitness_crater,median_fitness,median_fitness_flat,median_fitness_uneven,median_fitness_crater,std_fitness,num_modules,time_per_generation,total_elapsed_time
0,2.6266215000151725,1.2830270915177875,0.8870788904914683,0.5930046049889245,0.10691488841664548,0.008700162534395688,0.015132467763599021,0.0038805311996843064,0.6467438666734157,0.24625318772708246,0.21480349421910958,0.18568718472722345,0.4027770159865891,0.1155664179379089,0.14595523108111022,0.0976904579807222,0.6030140282455652,8,43916.813382864,43916.813382864
1,2.6266215000151725,1.2830270915177875,0.8870788904914683,0.6765806837922436,0.2493749877536837,0.05405741154773933,0.017765668056727055,0.043057666845755564,0.8281824201813487,0.3244119613585236,0.24938245830315794,0.254388000519667,0.6583088862625479,0.20395044896802036,0.15862415177793887,0.1640601213906464,0.5615166466434433,8,14796.89399600029,58713.70737886429
2,2.6266215000151725,1.2830270915177875,0.8870788904914683,0.6765806837922436,0.3588648590372456,0.04581250753277234,0.058068806371599946,0.06435453456621656,0.9049231501872976,0.3471304095566169,0.27192120579184,0.2858715348388408,0.745426990232122,0.23557807788504867,0.18329500563642825,0.2168977628052629,0.5236588989368194,8,14604.644351482391,73318.35173034668
3,2.6266215000151725,1.2830270915177875,0.8870788904914683,0.6765806837922436,0.48290220615970436,0.04581250753277234,0.058068806371599946,0.07473484075318514,1.0065333882418648,0.3924963750257063,0.2890808968839591,0.3249561163321992,0.8159919717580129,0.32968232202929065,0.266378395890998,0.28080805523974184,0.5087643566963171,8,14929.21533870697,88247.56706905365
4,2.6266215000151725,1.2830270915177875,0.8870788904914683,0.6765806837922436,0.5446396163217162,0.04581250753277234,0.05827905208366845,0.10084834985708163,1.0837405194605843,0.41781092412049164,0.3136329964673037,0.35229659887278864,0.9002178760911435,0.3906897817286381,0.28515451737360137,0.33450499197508976,0.4809933229242471,8,15341.962967395782,103589.53003644943
5,3.9129231490841656,1.8977385923257404,1.97302633797159,1.29695353748736,0.7237750047216971,0.04581250753277234,0.05749615435701542,0.10084834985708163,1.34611869329658,0.5159165683631067,0.38557428337288435,0.44462784156058954,1.0628411480355666,0.44652336215993255,0.31860605977970824,0.39181268390669094,0.7513744674354506,13,15855.58060002327,119445.1106364727
6,3.9129231490841656,1.8977385923257404,1.97302633797159,1.29695353748736,0.7698621031479456,0.09141128219585168,0.05583419322137118,0.1325074387656618,1.392031595192996,0.5621639446201022,0.37385530877268275,0.4560123418002116,1.2329074835771092,0.5215123595477017,0.3087733902746178,0.4565155180059166,0.7252905720617343,13,15187.805685281754,134632.91632175446
