generation,best_fitness,best_fitness_flat,best_fitness_uneven,best_fitness_crater,worst_fitness,worst_fitness_flat,worst_fitness_uneven,worst_fitness_crater,mean_fitness,mean_fitness_flat,mean_fitness_uneven,mean_fitness_crater,median_fitness,median_fitness_flat,median_fitness_uneven,median_fitness_crater,std_fitness,num_modules,time_per_generation,total_elapsed_time
0,3.7812731871720957,2.1245804662418686,0.8766078026301708,1.475759726994197,0.16142153986388202,0.016450059416248032,0.021435504739812785,0.03527252941245185,1.0119436237804542,0.4628918412725277,0.21533696395296362,0.3337148185549634,0.7082091413390507,0.19615222327974716,0.15879523933152495,0.20223615771911999,0.8990072767449162,4,44620.10381293297,44620.10381293297
1,3.7812731871720957,2.1245804662418686,0.8766078026301708,1.475759726994197,0.3630918583175317,0.03396366739278633,0.03128324457290373,0.03527252941245185,1.213277009813049,0.5666459455270505,0.2699259795286386,0.37670508475735964,0.8335105879964512,0.4061732904455283,0.20169443801219575,0.2847405726996647,0.9392566926721139,4,14461.224632024765,59081.32844495773
2,4.285999981128363,3.483929170864797,0.8766078026301708,1.475759726994197,0.5938746801730382,0.03396366739278633,0.03128324457290373,0.05288758546405791,1.5239839435691005,0.7830626514562802,0.33448683184575884,0.40643446026706154,1.1636333397610856,0.5284156157328143,0.2678082464416515,0.30412135245781263,1.0431126320865258,5,15838.40573978424,74919.73418474197
3,4.285999981128363,3.483929170864797,0.8766078026301708,1.475759726994197,0.7525661685728842,0.14323738143808787,0.03128324457290373,0.05288758546405791,1.7438973400763589,0.955543322839775,0.3530731953168441,0.43528082191973955,1.2176925998407944,0.5885891453844867,0.2678082464416515,0.30412135245781263,1.0432350013384324,5,15654.227555036545,90573.96173977852
4,5.1256056966135946,3.483929170864797,0.8766078026301708,2.084017131373425,0.8683447160640123,0.35468315480551593,0.03128324457290373,0.05288758546405791,2.024771268850458,1.135570012045281,0.3614323869190207,0.5277688698861567,1.4664230311202355,0.8220076645825267,0.25090580156773595,0.40041327024273893,1.1046764844541743,4,15348.548538446426,105922.51027822495
5,5.1256056966135946,3.483929170864797,0.8766078026301708,2.084017131373425,1.0059442830043892,0.31726916828104623,0.03128324457290373,0.05288758546405791,2.048577700873111,1.1408301288125537,0.3599876884983824,0.5477598835621743,1.4664230311202355,0.8756581535814796,0.2610248134127868,0.4223235505292051,1.0851902656159038,4,16203.408751487732,122125.91902971268
6,5.1256056966135946,3.483929170864797,0.8968073861767293,2.084017131373425,1.1359853231443515,0.18565255349136167,0.03128324457290373,0.12931740697834312,2.1243135660211223,1.1745932878047032,0.3959781701966229,0.5537421080197957,1.6518356288171678,0.9833407578506078,0.2962953136292545,0.4223235505292051,1.0431202589327084,4,14908.416864156723,137034.3358938694
7,5.1256056966135946,3.483929170864797,0.8968073861767293,2.084017131373425,1.1359853231443515,0.18565255349136167,0.03128324457290373,0.12931740697834312,2.1243135660211223,1.1745932878047032,0.3959781701966229,0.5537421080197957,1.6518356288171678,0.9833407578506078,0.2962953136292545,0.4223235505292051,1.0431202589327084,4,15349.325365781784,152383.66125965118
8,5.1256056966135946,3.483929170864797,0.8968073861767293,2.084017131373425,1.2176925998407944,0.18565255349136167,0.03128324457290373,0.12931740697834312,2.2143033702019133,1.2728348027202314,0.40090880379697735,0.540559763684705,1.934514144226521,1.1583599833274179,0.2678082464416515,0.4213950377525466,0.9904356642752346,4,15524.57417011261,167908.2354297638
9,5.1256056966135946,3.483929170864797,0.8968073861767293,2.084017131373425,1.2302205349666309,0.18565255349136167,0.03128324457290373,0.12931740697834312,2.2603678585059908,1.2993425108679384,0.39305799344224773,0.567967354195804,1.986830158150167,1.1814711144309036,0.23151231897678384,0.4223235505292051,0.9750293585923799,4,17413.232295036316,185321.4677248001
10,5.1256056966135946,3.483929170864797,0.8968073861767293,2.084017131373425,1.2620515965801495,0.18565255349136167,0.03128324457290373,0.12931740697834312,2.365093478843493,1.3411693992494311,0.42866736547781287,0.5952567141162497,2.0352026789717206,1.198110819768058,0.23588749363675582,0.452574905826092,0.9392979283311154,4,15150.974280834198,200472.4420056343
11,5.460459045484675,3.483929170864797,0.8766078026301708,2.084017131373425,1.3994800126454425,0.5169827222564456,0.03128324457290373,0.12931740697834312,2.525396154514339,1.436295087934415,0.41911061915629866,0.6699904474236249,2.144955421284998,1.3127176049852547,0.23588749363675582,0.4744861233921726,1.0503333692833141,15,17020.26508951187,217492.70709514618
12,5.460459045484675,3.483929170864797,0.8766078026301708,2.084017131373425,1.4465934001031606,0.6762079714651403,0.03128324457290373,0.12931740697834312,2.5446418840569236,1.463737487428077,0.4152352223857771,0.6656691742430694,2.144955421284998,1.3394312491497538,0.23151231897678384,0.4744861233921726,1.0346997519015473,15,16626.84898686409,234119.55608201027
13,5.460459045484675,3.483929170864797,0.8766078026301708,2.084017131373425,1.4465934001031606,0.6762079714651403,0.03128324457290373,0.12931740697834312,2.5446418840569236,1.463737487428077,0.4152352223857771,0.6656691742430694,2.144955421284998,1.3394312491497538,0.23151231897678384,0.4744861233921726,1.0346997519015473,15,16172.291620969772,250291.84770298004
14,5.460459045484675,3.483929170864797,1.3342592040878227,2.084017131373425,1.4664230311202355,0.3921776844911635,0.03128324457290373,0.12931740697834312,2.5681081688426364,1.4417415010110155,0.45884641633247514,0.6675202514991465,2.144955421284998,1.3394312491497538,0.3402940140798963,0.5169716013355782,1.0137600963132367,15,15354.581600666046,265646.4293036461
15,5.460459045484675,3.483929170864797,1.3342592040878227,2.084017131373425,1.4872894286531024,0.3921776844911635,0.03128324457290373,0.12931740697834312,2.5816627131508967,1.4533237144579443,0.46377854845809235,0.6645604502348601,2.144955421284998,1.3394312491497538,0.3615170073941739,0.5169716013355782,1.0015846930348613,15,15243.135128736496,280889.5644323826
16,5.460459045484675,3.483929170864797,1.751277881371619,2.084017131373425,1.601754584069703,0.3921776844911635,0.03128324457290373,0.12931740697834312,2.6855351503139806,1.4843114916586733,0.5235311876980507,0.6776924709572558,2.2784862583087087,1.3402547070663038,0.47603885091418907,0.5264914532264006,1.0073210388714322,15,15845.229774236679,296734.79420661926
17,5.460459045484675,3.483929170864797,1.751277881371619,2.084017131373425,1.6518356288171678,0.3921776844911635,0.03128324457290373,0.12931740697834312,2.7518164893514436,1.4993817315911173,0.5477559500766969,0.704678807683629,2.424924052923994,1.3736158096766646,0.4882579778484132,0.5693118721658377,0.9992147328174735,15,15657.405081272125,312392.1992878914
18,5.460459045484675,3.483929170864797,1.751277881371619,2.084017131373425,1.7061900895596278,0.3921776844911635,0.03128324457290373,0.12931740697834312,2.7650035293579216,1.4890172963686676,0.5579169093001567,0.7180693236890967,2.424924052923994,1.3736158096766646,0.49848110517515487,0.5693118721658377,0.9871484902236772,15,15030.393939256668,327422.59322714806
19,5.460459045484675,3.483929170864797,1.751277881371619,2.084017131373425,1.9031943317519877,0.3921776844911635,0.03128324457290373,0.10556008868657461,2.8175057457834134,1.548813648555266,0.5647826918305285,0.7039094053976186,2.4416365204005737,1.4912327720285807,0.5084730445121656,0.537189236187577,0.9528165531513977,15,14227.912416696548,341650.5056438446
20,5.460459045484675,3.483929170864797,2.1163332278712415,2.084017131373425,1.934514144226521,0.6762079714651403,0.03128324457290373,0.10556008868657461,2.952371670724138,1.5795882424676657,0.5885026447354426,0.7842807835210284,2.599627248963095,1.4912327720285807,0.5084730445121656,0.6082828823675915,1.0122649721662358,15,16878.190053462982,358528.6956973076
21,5.460459045484675,3.483929170864797,2.1163332278712415,2.084017131373425,1.986830158150167,0.6762079714651403,0.03128324457290373,0.10556008868657461,2.9694642436119336,1.5530331420501828,0.6101786405729132,0.8062524609888372,2.599627248963095,1.4912327720285807,0.6416857357116141,0.6663966011968999,0.9978716693526657,15,16012.632342100143,374541.32803940773
22,5.460459045484675,3.483929170864797,2.1163332278712415,2.084017131373425,2.0044162451397045,0.6762079714651403,0.03128324457290373,0.10556008868657461,2.980895133769939,1.5566980092731,0.6062851993552848,0.8179119251415534,2.599627248963095,1.4912327720285807,0.6416857357116141,0.6663966011968999,0.9884697244469111,15,16585.56755542755,391126.8955948353
23,5.460459045484675,3.483929170864797,2.1163332278712415,2.084017131373425,2.027301897487484,0.6762079714651403,0.03128324457290373,0.10556008868657461,3.015223931078104,1.5693300894843192,0.6099530037024564,0.8359408378913279,2.6777099512702573,1.4965399155531396,0.6416857357116141,0.7119086146622379,0.9717022321036936,15,16062.615815401077,407189.51141023636
24,5.460459045484675,3.483929170864797,2.1163332278712415,2.084017131373425,2.047446829011502,0.7169150647449727,0.03128324457290373,0.10556008868657461,3.027244285437594,1.5880286654691917,0.6021542187077336,0.8370614012606681,2.6777099512702573,1.4965399155531396,0.5678507374211794,0.7119086146622379,0.9601495029990065,15,15893.634624481201,423083.14603471756
25,5.460459045484675,3.483929170864797,2.1163332278712415,2.084017131373425,2.0848435830188228,0.7169150647449727,0.03128324457290373,0.10556008868657461,3.034043355983677,1.5896829438306872,0.5983597018383742,0.8460007103146154,2.6777099512702573,1.4965399155531396,0.5678507374211794,0.756011374975456,0.953889006909839,15,14691.630364894867,437774.7763996124
