generation,best_fitness,worst_fitness,mean_fitness,median_fitness,std_fitness,num_modules
1,0.7507708625775773,0.17166443704629175,0.35511063359752754,0.28645778616951073,0.17115400241332365,22
2,0.7507708625775773,0.25936274365134526,0.4132784029719585,0.3628292684164998,0.14486539930436731,22
3,0.7507708625775773,0.3275216856563624,0.4622939842885366,0.4171911442070835,0.11987404790506083,22
4,0.7507708625775773,0.3628292684164998,0.4874637971892329,0.47057277267927683,0.10768053319266942,22
5,0.7507708625775773,0.3796203834055778,0.5030770059539602,0.4712790293510275,0.09638480161150888,22
6,0.7507708625775773,0.4231675381882492,0.5339468397420659,0.5222136114130516,0.08683437525577758,22
7,0.7507708625775773,0.4231675381882492,0.5339468397420659,0.5222136114130516,0.08683437525577758,22
8,0.7507708625775773,0.42365737846637036,0.5354961018302261,0.5222136114130516,0.08499034489373915,22
9,0.7507708625775773,0.44175868324617124,0.537877847230774,0.5222136114130516,0.08217673525937877,22
10,0.7507708625775773,0.44175868324617124,0.537877847230774,0.5222136114130516,0.08217673525937877,22
