generation,best_fitness,worst_fitness,mean_fitness,median_fitness,std_fitness,num_modules
1,0.5282963859580868,0.16907366400546403,0.2502809900493306,0.22397949379003673,0.09976093721029831,10
2,0.5282963859580868,0.2384685763775163,0.372074421479874,0.39557137336511183,0.10106685894563167,10
3,0.5282963859580868,0.28721798813341587,0.40505008228981704,0.40873289508808436,0.07802268742741919,10
4,0.5282963859580868,0.28721798813341587,0.40505008228981704,0.40873289508808436,0.07802268742741919,10
5,0.5949312028315464,0.31452968066322723,0.44396328240238503,0.4164826906621249,0.0755187765991775,14
6,0.5949312028315464,0.37898982739436887,0.46934848706484555,0.4576412259477247,0.07022368703034386,14
7,1.1039979032643878,0.4576412259477247,0.5906565474222315,0.5282963859580868,0.18239365741179264,10
8,1.1039979032643878,0.4576412259477247,0.5906565474222315,0.5282963859580868,0.18239365741179264,10
9,1.1039979032643878,0.47513507593140863,0.6354582111144614,0.5707098083988268,0.1727982268021803,10
10,1.1039979032643878,0.47513507593140863,0.6354582111144614,0.5707098083988268,0.1727982268021803,10
11,1.1039979032643878,0.4760863552176847,0.6606923474722994,0.5949312028315464,0.16582777275372454,10
12,1.1039979032643878,0.5282963859580868,0.6681534907710375,0.5949312028315464,0.15888714430797987,10
13,1.1039979032643878,0.5506977882050655,0.7036798919052492,0.6630146024889263,0.16330037357635263,10
14,1.1039979032643878,0.5506977882050655,0.7036798919052492,0.6630146024889263,0.16330037357635263,10
15,1.1039979032643878,0.5683817272878321,0.7292795721665484,0.6812367476039984,0.15726575849386887,10
16,1.164631521316343,0.5707098083988268,0.7889045515693994,0.6927923021619156,0.1937568087579181,8
17,1.164631521316343,0.5949312028315464,0.7928751644555494,0.6927923021619156,0.18960711780529457,8
18,1.164631521316343,0.6104159372603271,0.82143926425905,0.7274764395097882,0.1788458754068242,8
19,1.164631521316343,0.6104159372603271,0.82143926425905,0.7274764395097882,0.1788458754068242,8
20,1.1910809374293552,0.6708035987136738,0.8802846638984274,0.8066945908180588,0.19363045039378632,10
21,2.272375123574752,0.6812367476039984,1.0404418163845353,0.88057220086655,0.4486042698775083,10
22,2.272375123574752,0.6927923021619156,1.1133445054894235,0.8835603973002039,0.4435143501088022,10
23,2.272375123574752,0.6927923021619156,1.1133445054894235,0.8835603973002039,0.4435143501088022,10
24,2.272375123574752,0.6927923021619156,1.1133445054894235,0.8835603973002039,0.4435143501088022,10
25,2.272375123574752,0.7223639889709369,1.1163016741703256,0.8835603973002039,0.4407906473181684,10
26,2.272375123574752,0.7223639889709369,1.1163016741703256,0.8835603973002039,0.4407906473181684,10
27,2.8484364495970382,0.7274764395097882,1.3289089202329358,1.1039979032643878,0.6584868652654147,10
28,2.8484364495970382,0.7274764395097882,1.3289089202329358,1.1039979032643878,0.6584868652654147,10
29,2.8484364495970382,0.8066945908180588,1.363668323888914,1.1039979032643878,0.6345612880338676,10
30,2.8484364495970382,0.8066945908180588,1.363668323888914,1.1039979032643878,0.6345612880338676,10
31,2.8484364495970382,0.8066945908180588,1.363668323888914,1.1039979032643878,0.6345612880338676,10
32,2.8484364495970382,0.88057220086655,1.4137535497926426,1.164631521316343,0.6078260330629605,10
33,2.8484364495970382,0.88057220086655,1.4137535497926426,1.164631521316343,0.6078260330629605,10
34,2.8484364495970382,0.88057220086655,1.4137535497926426,1.164631521316343,0.6078260330629605,10
35,2.8484364495970382,0.88057220086655,1.4137535497926426,1.164631521316343,0.6078260330629605,10
36,2.8484364495970382,0.8835603973002039,1.4164734758951159,1.164631521316343,0.605490413396025,10
37,2.8484364495970382,0.8835603973002039,1.4164734758951159,1.164631521316343,0.605490413396025,10
38,2.8484364495970382,0.8835603973002039,1.4164734758951159,1.164631521316343,0.605490413396025,10
39,2.8484364495970382,0.9077714618912827,1.4472005572812503,1.1908312111615482,0.5851207528481944,10
40,2.8484364495970382,0.9077714618912827,1.4472005572812503,1.1908312111615482,0.5851207528481944,10
41,2.8484364495970382,0.9304197955782603,1.449465390649948,1.1908312111615482,0.5830686294208927,10
42,2.8484364495970382,1.0750704760695693,1.4767036300926626,1.1910809374293552,0.5642433388226292,10
43,2.8484364495970382,1.0750704760695693,1.4767036300926626,1.1910809374293552,0.5642433388226292,10
44,2.8484364495970382,1.0750704760695693,1.4767036300926626,1.1910809374293552,0.5642433388226292,10
45,2.8484364495970382,1.0750704760695693,1.4767036300926626,1.1910809374293552,0.5642433388226292,10
46,2.8484364495970382,1.0750704760695693,1.4767036300926626,1.1910809374293552,0.5642433388226292,10
47,2.8484364495970382,1.0750704760695693,1.4767036300926626,1.1910809374293552,0.5642433388226292,10
48,2.8484364495970382,1.0750704760695693,1.4767036300926626,1.1910809374293552,0.5642433388226292,10
49,2.8484364495970382,1.0750704760695693,1.4767036300926626,1.1910809374293552,0.5642433388226292,10
